PMF_PLACE,LONG,LAT,ADDR,EMR,CLINIC
VICTORIA,-123.342568,48.4425235,1454 HILLSIDE AVENUE,Wolf,HILLSIDE SENIORS HEALTH
NEW WESTMINSTER,-122.9154423,49.2001827,140 1005 COLUMBIA STREET,Oscar,NA
MAPLE RIDGE,-122.5997574,49.2199067,600 - 22470 DEWDNEY TRUNK ROAD,Osler,NA
VICTORIA,-123.327759,48.4322939,1952 BAY STREET - HW143 MEMORIAL PAVILLION,Launchpad,RJH NATUROPATH
VANCOUVER,-123.0485374,49.2810994,102 - 2732 EAST HASTINGS STREET,Oscar West,REACH COMMUNITY HEALTH CENTRE
ABBOTSFORD,-122.3185467,49.0502724,310 - 32700 SOUTH FRASER WAY,Wolf,WEST OAKS MEDICAL CENTRE
WHITE ROCK,-122.7993486,49.0278028,1 - 1400 GEORGE STREET,IntraHealth,GEORGE STREET FAMILY PRACTICE
VANCOUVER,-123.1281537,49.2793415,350 - 1144 BURRARD STREET,Accuro,NA
NORTH VANCOUVER,-123.0897298,49.3329847,400 - 2609 WESTVIEW DRIVE,Wolf,NA
LANGLEY,-122.6733484,49.1179171,19851 WILLOWBROOK DRIVE,Launchpad,VALLEY CENTRE MEDICAL CLINIC
COMOX,-124.9255823,49.6718759,201 - 1757 BEAUFORT AVENUE,MedAccess,SEACOVE MEDICAL CLINIC
LAZO,-124.9014145,49.7164864,PO BOX 1000 STATION MAIN,Launchpad,CFB COMOX
VANCOUVER,-123.1259148,49.2611413,2775 LAUREL STREET - 9TH FLR,iClinic,NA
PARKSVILLE,-124.311055,49.3185591,PO BOX 1141 - 135 JENSEN AVENUE EAST,Osler,JENSEN MEDICAL CLINIC
MAPLE RIDGE,-122.6522336,49.2181435,110 - 20528 LOUGHEED HIGHWAY,Osler,MAGETA MEDICAL CLINIC
VICTORIA,-123.3661099,48.4315775,605 DISCOVERY STREET,Accuro,CBI HEALTH CENTRE
VICTORIA,-123.3234804,48.4325466,324 - 1964 FORT STREET,Plexia,NA
NORTH VANCOUVER,-123.0744768,49.3217918,104-145 WEST 15TH STREET,Accuro,NA
SAANICHTON,-123.4188582,48.5947167,1932 MT NEWTON X RD,MedAccess,CENTRAL SAANICH MEDICAL
VICTORIA,-123.3576632,48.4250452,105 - 911 YATES STREET,Oscar,YATES AND QUADRA INTEGRATED HEALTH
SALMON ARM,-119.2792192,50.7039663,102 - 571 6TH STREET NE,MedAccess,SHUSWAP FAMILY PRACTICE
SALMON ARM,-119.2792192,50.7039663,102 - 571 6TH STREET NE,MedAccess,SHUSWAP FAMILY PRACTICE
NANAIMO,-123.9424186,49.1688971,340 CAMPBELL STREET,IntraHealth,CALEDONIAN CLINIC
NEW WESTMINSTER,-122.8923133,49.2252694,301 -  250 KEARY STREET,Launchpad,NA
SURREY,-122.8024067,49.1887304,1000 GUILDFORD TOWN CENTRE,Wolf,WALMART VIVA CARE MEDICAL CLINIC
COURTENAY,-124.9766727,49.6672968,3199 CLIFFE AVENUE,Oscar Nerd,COMOX VALLEY MEDICAL CLINIC
SOOKE,-123.7233483,48.3786355,2050 B TOWNSEND ROAD,Launchpad,NA
RICHMOND,-123.1471647,49.1706805,200 - 7031 WESTMINSTER HIGHWAY,Accuro,NA
PARKSVILLE,-124.3151253,49.3196578,PO BOX 250 - 154 WEST MEMORIAL AVENUE,MedAccess,PARKSVILLE MEDICAL CLINIC
VICTORIA,-123.4252728,48.4731157,1506 Burnside Road West,Oscar Nerd,Roundhouse Midwives
VICTORIA,-123.3308402,48.4300629,1902 RICHMOND ROAD,Oscar West,JUBILEE MEDICAL
KELOWNA,-119.4747087,49.8703519,105 - 2395 GORDON DRIVE,Oscar,GUISACHAN FAMILY MEDICINE
PRINCE GEORGE,-122.7658118,53.9152453,402 - 2155 10TH AVENUE,MOIS,HOY MEDICAL
COMOX,-124.9333003,49.689034,107C - 1966 GUTHRIE ROAD,Oscar Nerd,NA
PORT COQUITLAM,-122.7770807,49.2611585,1 - 2185 WILSON AVENUE,IntraHealth,WILSON CENTRE FAMILY PRACTICE
VANCOUVER,-123.1262048,49.2455931,4480 OAK STREET,Launchpad,BCCH C/O NEUROLOGY RM K3-179
VANCOUVER,-123.1259148,49.2611413,3RD FL - 2775 LAUREL STREET,Plexia,DIV OF PLASTIC SURGERY
COMOX,-124.9278698,49.6729689,203 - 1819 BEAUFORT AVE,Accuro,NA
PRINCE GEORGE,-122.7658118,53.9152453,402-2155-10TH AVENUE,MOIS,HOY MEDICAL CLINIC
LADYSMITH,-123.8204214,48.992235,PO BOX 700 - 541 3RD AVENUE,MedAccess,NA
CAMPBELL RIVER,-125.243085,50.0113996,360 2ND AVENUE,Oscar West,HILLSIDE MEDICAL
VANCOUVER,-123.1540458,49.2338558,2077 WEST 42ND AVENUE,Oscar Nerd,KERRISDALE STATION MEDICAL CLINIC
SURREY,-122.833819,49.1797257,3C 9750 140 STREET,Launchpad,NEUROLOGY CLINIC
VANCOUVER,-123.0358501,49.2592452,3185 GRANDVIEW HWY,Intrahealth,PACIFIC GRANDVIEW MEDICAL
CHILLIWACK,-121.9610562,49.1681573,203 - 9123 MARY STREET,Oscar,NA
VANCOUVER,-123.1251268,49.2636604,140 - 943 WEST BROADWAY,Launchpad,PACIFIC REHAB MEDICAL
SALMON ARM,-119.2792192,50.7039663,PO BOX 852,Osler,NA
WEST VANCOUVER,-123.1581896,49.3278535,250 16TH STREET,Wolf,AMBLESIDE MEDICAL
LANGLEY,-122.6033167,49.1417908,7600 GLOVER ROAD,Osler,WELLNESS CENTER TRINITY UNIVERSITY
PARKSVILLE,-124.3088934,49.3186513,101 - 177 WELD STREET,MedAccess,NA
VANCOUVER,-123.1162884,49.2608664,300 - 555 WEST 12TH AVENUE,eIVF,OLIVE FERTILITY CLINIC
SURREY,-122.8452882,49.1780621,304 - 9656 KING GEORGE BOULEVARD,Launchpad,NA
NEW WESTMINSTER,-122.8933951,49.2253096,207 - 245 EAST COLUMBIA STREET,Accuro,NA
VANCOUVER,-123.0661803,49.2236369,6681 VICTORIA DRIVE,Oscar,NA
VANCOUVER,-123.1149776,49.2494729,4060 CAMBIE STREET,IntraHealth,QE PARK MEDICAL CLINIC
NORTH VANCOUVER,-123.0697176,49.3202668,208 - 168 EAST 13TH ST,Plexia,NA
NORTH VANCOUVER,-123.0711777,49.3217565,102 - 123 EAST 15TH STREET,Plexia,NA
MISSION,-122.3270153,49.1337746,104 - 32423 LOUGHEED HWY,Osler,CEDAR CARE CLINIC
VICTORIA,-123.4884841,48.3970366,246 DELGADA ROAD,Oscar,ME'CHOSEN MEDICAL
VANCOUVER,-123.2427655,49.2660997,228 - 2155 ALLISON ROAD,Oscar,UNIVERSITY VILLAGE MEDICAL CLINIC
POWELL RIVER,-124.5287091,49.8423903,106 - 4675 MARINE AVENUE,Wolf,NA
WEST VANCOUVER,-123.2751322,49.3745863,6422 BAY STREET,Wolf,HORSESHOE BAY FAMILY PRACTICE
VANCOUVER,-123.1259148,49.2611413,2775 LAUREL STREET - 10TH FLR,Accuro,NA
KAMLOOPS,-120.359436,50.6936471,540 TRANQUILLE ROAD,Osler,NA
RICHMOND,-123.1483045,49.1697558,207 - 6051 GILBERT ROAD,Nguyen,NA
BURNABY,-122.9978158,49.2812539,101 - 4695 EAST HASTINGS STREET,IntraHealth,CAPITOL HILL MEDICAL
DELTA,-123.0724614,49.0249311,101 - 5461 12TH AVENUE,Wolf,NA
VICTORIA,-123.3679173,48.4306214,11 - 536 HERALD STREET,Osler,NA
NANAIMO,-123.968844,49.1848149,1665 GRANT AVENUE,Launchpad,CENTRAL ISLAND INTAKE
NANAIMO,-123.9688427,49.1851571,1200 DUFFERIN CRESCENT,Launchpad,ATTN: NANAIMO HOME DIALYSIS PROGRAM NANAIMO REGIONAL HOSPITAL
KELOWNA,-119.4596023,49.8796333,1002 - 1708 DOLPHIN AVENUE,iClinic,HOOPER CARDIOLOGY
COQUITLAM,-122.8073297,49.247472,6 - 2601 LOUGHEED HWY,Oscar Nerd,TRI-CITIES HOME HEALTH
CRESTON,-116.5097194,49.0957617,PO BOX 1700,IntraHealth,203 - 1230 CANYON STREET
VANCOUVER,-123.1281537,49.2793415,500 - 1144 BURRARD STREET,Plexia,BURRARD ORTHOPAEDIC CLINIC
VANCOUVER,-123.1209172,49.2865526,PO BOX 49324 - 1055 DUNSMUIR STREET,Oscar West,ULTIMA MEDICENTRE
VANCOUVER,-123.1391246,49.2653232,1530 WEST 7TH AVE,Wolf,SEYMOUR MEDICAL
RICHMOND,-123.1565066,49.1549014,120 - 6180 BLUNDELL ROAD,Wolf,NA
PRINCE GEORGE,-122.7661613,53.9129136,2 - 1230 ALWARD STREET,MOIS,NA
VICTORIA,-123.3228272,48.4324038,201 - 1990 FORT STREET,Accuro,NA
PORT HARDY,-127.5024595,50.7210678,"9140 GRANVILLE STREET, PO BOX 1619",Intrahealth,PORT HARDY PRIMARY HEALTH CLINIC
BURNS LAKE,-125.7612502,54.2357488,741 CENTRE STREET,Launchpad,NA
VANCOUVER,-123.1249085,49.2800387,300 808 NELSON ST,IntraHealth,COPEMAN HEALTHCARE CENTRE
RICHMOND,-123.1471647,49.1706805,307 - 7031 WESTMINSTER HIGHWAY,Accuro,NA
VICTORIA,-123.3576632,48.4250452,105 - 911 YATES STREET,Oscar,YATES AND QUADRA INTEGRATED HEALTH
VICTORIA,-123.3726658,48.5294888,135 - 5325 CORDOVA BAY ROAD,Oscar Nerd,NA
VANCOUVER,-123.1262048,49.2455931,K4 - 123 - 4480 OAK STREET,Launchpad,AMBULATORY CARE BLDG BC CHILDRENS HOSPITAL
NANAIMO,-123.9774969,49.1812858,102 - 1629 TOWNSITE ROAD,Osler,GRACEMED CLINIC
VICTORIA,-123.3576632,48.4250452,105 - 911 YATES STREET,Oscar,NA
BRENTWOOD BAY,-123.4508928,48.5794875,1167 STELLYS CROSS ROAD,Launchpad,NA
BURNABY,-123.0167063,49.2330893,104-3965 KINGSWAY,Plexia,NA
VICTORIA,-123.3961746,48.4543697,14 - 3170 TILLICUM ROAD,Oscar,NA
KAMLOOPS,-120.3608494,50.697206,20 - 700 TRANQUILLE ROAD,Osler,ASPEN MEDICAL CLINIC
VICTORIA,-123.334592,48.4267034,101- 1640 OAK BAY AVENUE,MedAccess,OAK BAY MEDICAL CLINIC
VANCOUVER,-123.0485374,49.2810994,102 -2732 EAST HASTINGS STREET,Oscar West,REACH COMMUNITY HEALTH CENTRE
SALMON ARM,-119.2824431,50.7019232,PO BOX 32  302 - 320 ALEXANDER STREET,Wolf,MONTEBELLO MEDICAL CLINIC
COMOX,-124.9230016,49.6720753,100 - 1695 COMOX AVENUE,Wolf,COMOX MEDICAL CLINIC
RICHMOND,-123.1830756,49.1267089,204 - 3811 CHATHAM STREET,IntraHealth,STEVESTON MEDICAL CLINIC
NORTH VANCOUVER,-123.0725123,49.3184531,300 - 1133 LONSDALE AVE,Intrahealth,NA
NORTH VANCOUVER,-123.0729417,49.3193094,103 - 1221 LONSDALE AVENUE,Plexia,NA
TERRACE,-128.5911069,54.5189215,4634 PARK AVENUE - 3RD FLR,IntraHealth,PARK AVE MEDICAL CLINIC
VICTORIA,-123.3234804,48.4325466,208 - 1964 FORT STREET,Osler,NA
VANCOUVER,-123.1251268,49.2636604,510 - 943 WEST BROADWAY,Plexia,NA
VANCOUVER,-123.102168,49.2588668,17 - 2949 MAIN STREET,Launchpad,CENTREPOINT MEDICAL CLINIC
VANCOUVER,-123.2442035,49.2648819,S162 - 2211 WESTBROOK MALL,Plexia,UBC HOSPITAL - KOERNER PAVILLION
LANGLEY,-122.6646057,49.1649752,114D - 20159 88TH AVENUE,Oscar Nerd,THUNDERBIRD FAMILY PRACTICE
LANGLEY,-122.6646057,49.1649752,114D - 20159 88TH AVENUE,Oscar Nerd,THUNDERBIRD FAMILY PRACTICE
KITIMAT,-128.6496838,54.0509219,570 MOUNTAINVIEW SQUARE,IntraHealth,NA
COQUITLAM,-122.8582747,49.2492922,1199 AUSTIN AVENUE,IntraHealth,GAIN MEDICAL CLINIC
VANCOUVER,-123.1259148,49.2611413,2775 LAUREL STREET - 9TH FLR,iClinic,NA
VICTORIA,-123.382545,48.4866862,207 - 4400 CHATTERTON WAY,eIVF,VICTORIA FERTILITY CENTRE
NORTH VANCOUVER,-123.1056673,49.324316,502 - 1150 MARINE DRIVE,Oscar,INTEGRATED WELLNESS MEDICAL
KAMLOOPS,-120.3339424,50.6721042,201 - 321 NICOLA STREET,Launchpad,NA
STEWART,-129.9907093,55.9395426,PO BOX 8 - 904 BRIGHTWELL STREET,NH MOIS,STEWART HEALTH CENTRE
RICHMOND,-123.1482094,49.1692939,310 - 6091 GILBERT ROAD,Accuro,NA
KELOWNA,-119.4890486,49.8404945,3970 LAKESHORE ROAD,Osler,LAKESHORE MEDICAL CLINIC
PORT ALBERNI,-124.801326,49.2513001,4565 WALLACE STREET,Osler,NA
RICHMOND,-123.1351533,49.1660285,115 - 8120 COOK ROAD,Oscar Host,NA
COURTENAY,-124.9766727,49.6672968,3199 CLIFFE AVENUE,Oscar Nerd,COMOX VALLEY MEDICAL CLINIC
LILLOOET,-121.9385442,50.6913614,PO BOX 850 - 107 8TH AVENUE,Osler,LILLOOET MEDICAL CLINIC
NANAIMO,-123.9215537,49.1307403,3 - 1273 ISLAND HIGHWAY SOUTH,IntraHealth,ISLAND EMERALD CLINIC
VICTORIA,-123.3524606,48.4254293,402 - 1120 YATES ST,Osler,NA
COURTENAY,-125.0024939,49.6889334,559 6TH STREET,Oscar Nerd,COTTAGE MEDICAL CLINIC
VANCOUVER,-123.0923834,49.2815095,101 - 533 EAST HASTINGS STREET,Intrahealth VCH,SHEWAY MATERNITY SERVICES
VICTORIA,-123.3234804,48.4325466,101 - 1964 FORT STREET,Accuro,NA
REVELSTOKE,-118.1952793,50.998722,PO BOX 590,MedAccess,SELKIRK MEDICAL GROUP
SURREY,-122.8676966,49.1548846,4 ? 8388 128TH STREET,MOIS,NA
VICTORIA,-123.3328186,48.4685611,103 - 1595 MCKENZIE AVENUE,Launchpad,GORDON HEAD TREATMENT CENTRE
VANCOUVER,-123.2434068,49.2639152,7 - 2255 WESBROOK MALL,Launchpad,DEPT OF PSYCHIATRY
NANAIMO,-123.968844,49.1848149,1665 GRANT AVENUE,Launchpad,NANAIMO PUBLIC HEALTH UNIT
WEST VANCOUVER,-123.1545068,49.3273682,1405 BELLEVUE AVENUE,Plexia,FIBROMYALGIA CLINIC AND FAMILY PRACTICE
PORT MOODY,-122.827467,49.2828137,100 - 205 NEWPORT DRIVE,Oscar Nerd,NEWPORT MEDICAL CLINIC
PORT MOODY,-122.827467,49.2828137,100 - 205 NEWPORT DRIVE,Oscar Nerd,NEWPORT MEDICAL CLINIC
DUNCAN,-123.7108344,48.7795251,335 JUBILEE STREET,MedAccess,VALLEY MEDICAL CLINIC
NANAIMO,-123.9215537,49.1307403,3 - 1273 ISLAND HIGHWAY SOUTH,IntraHealth,ISLAND EMERALD CLINIC
LADYSMITH,-123.8275181,48.99582,1111 4TH AVENUE,Wolf,LADYSMITH FAMILY PRACTICE
LADYSMITH,-123.8259665,48.9938782,1111-4TH AVE BOX 10,Wolf,LADYSMITH COMMUNITY HEALTH CENTRE
VANCOUVER,-123.1161916,49.2639714,350 - 507 WEST BROADWAY,IntraHealth,CROSS ROADS CLINICS
NORTH VANCOUVER,-123.0725123,49.3184531,400 -1133 LONSDALE AVENUE,MedAccess,NORTH SHORE HEART GROUP
KELOWNA,-119.4760365,49.8765707,1111 SPRINGFIELD ROAD,MedAccess,GROUP ONE MEDICAL
COURTENAY,-124.9632069,49.7101913,300 - 444 LERWICK ROAD,IntraHealth,THE CROWNE ISLE CLINIC
VICTORIA,-123.3293646,48.4294305,1823 FORT STREET,MedAccess,JUBILEE CLINIC PHYSICIANS
VICTORIA,-123.3308402,48.4300629,1902 RICHMOND ROAD,Oscar West,JUBILEE MEDICAL
BURNABY,-123.010907,49.2809831,4210 EAST HASTING STREET,Launchpad,INNER CHANGES MEDICAL & WELLNESS CENTRE
CHILLIWACK,-121.9590557,49.1239478,102A -  6640 VEDDER ROAD,Osler,STEVENSON OPEN ACCESS CLINIC
VICTORIA,-123.3302199,48.4305343,202-2020 RICHMOND,Accuro,AVEWESTHEART CARDIOLOGY
NORTH VANCOUVER,-123.0387237,49.3362467,149 - 1233 LYNN VALLEY ROAD,Oscar Nerd,MIDWIFERY NORTH SHORE
VANCOUVER,-123.1392223,49.2571894,108 - 3195 GRANVILLE STREET,Oscar,SOUTH GRANVILLE MEDICAL CENTRE
NANAIMO,-123.9424186,49.1688971,340 CAMPBELL STREET,IntraHealth,CALEDONIAN CLINIC
VANCOUVER,-123.1289966,49.2805979,2600 - 1081 BURRARD STREET,Plexia,ENT CLINIC
VICTORIA,-123.3573174,48.4140883,101A - 230 COOK STREET,Oscar,WALK IN MEDICAL CLINIC
COURTENAY,-124.9632069,49.7101913,300 - 444 LERWICK ROAD,IntraHealth,NA
DUNCAN,-123.7108344,48.7795251,335 JUBILEE STREET,MedAccess,VALLEY MEDICAL CLINIC
VANCOUVER,-123.1262048,49.2455931,K4 - 199 AMBULATORY - 4480 OAK STREET,Launchpad,BCCH GI CLINIC
LAKE COWICHAN,-124.0507184,48.8265642,PO BOX 948 46 STANLEY ROAD,MedAccess,BROOKSIDE MEDICAL CLINIC
PORT COQUITLAM,-122.7770807,49.2611585,1 - 2185 WILSON AVENUE,IntraHealth,WILSON CENTRE FAMILY PRACTICE
SURREY,-122.7977121,49.1931735,37 - 15300 105TH AVENUE,Accuro,NA
WHITE ROCK,-122.8021871,49.0257784,15157 ROPER AVENUE,Accuro,SOUTHERN HEALTH CENTRE
DUNCAN,-123.7016705,48.7776431,101 - 330 FESTUBERT STREET,MedAccess,ALDERLEA CLINIC
VANCOUVER,-123.1149776,49.2494729,4060 CAMBIE STREET,IntraHealth,QE PARK MEDICAL CLINIC
VERNON,-119.2646053,50.2562281,225 - 2306 HIGHWAY 6,MedAccess,JACKSON MEYER MEDICAL CLINIC
VANCOUVER,-123.1262048,49.2455931,K4 - 184 AMBULATORY - 4480 OAK STREET,Launchpad,BCCH GI CLINIC
KAMLOOPS,-120.3493468,50.6656059,105 - 1315 SUMMIT DRIVE,Accuro,TUDOR VILLAGE CLOCK TOWER
CAMPBELL RIVER,-125.2404708,50.0234381,902 ISLAND HWY,MedAccess,DR. JACOBS PRACTICAL DERMATOLOGY
VANCOUVER,-123.1281537,49.2793415,490 - 1144 BURRARD STREET,IntraHealth,NA
VICTORIA,-123.3747387,48.4564346,104 - 3551 BLANSHARD STREET,Accuro,REBALANCE MD
VANCOUVER,-123.1259148,49.2611413,8TH FLR - 2775 LAUREL STREET,Plexia,NEUROMUSCULAR UNIT
VICTORIA,-123.3383175,48.4127734,16 1594 FAIRFIELD ROAD,Osler,ROSS BAY HEALTH CENTRE
DUNCAN,-123.7108344,48.7795251,335 JUBILEE STREET,MedAccess,VALLEY MEDICAL CLINIC
CAMPBELL RIVER,-125.2399867,50.0232284,103 - 901 ISLAND HIGHWAY,Oscar West,NA
SIDNEY,-123.3994157,48.6474231,2425 BEVAN AVENUE,Osler,NA
DELTA,-123.0799188,49.0901877,5132 LADNER TRUNK ROAD,Wolf,LADNER CENTRE MEDICAL
ALERT BAY,-126.9430677,50.5941432,PO BOX 290 - 48 SCHOOL RD,Launchpad,NAMGIS HEALTH CENTRE
VICTORIA,-123.3741351,48.4158506,100 - 230 MENZIES STREET,Launchpad,NA
VICTORIA,-123.3712656,48.4167534,547 MICHIGAN STREET,Oscar,NA
VICTORIA,-123.376914,48.4173083,336 SIMCOE STREET,Launchpad,NA
NANAIMO,-123.9330141,49.1646557,130 - 650 SOUTH TERMINAL AVENUE,IntraHealth,MEDICAL ARTS CENTRE
VICTORIA,-123.3335973,48.4764127,103 - 1660 FELTHAM ROAD,Oscar Nerd,NA
NANAIMO,-123.9424186,49.1688971,340 CAMPBELL STREET,IntraHealth,CALEDONIAN CLINIC
NORTH VANCOUVER,-123.0744768,49.3217918,213 - 145 WEST 15TH STREET,Plexia,NA
PRINCE GEORGE,-122.7658118,53.9152453,106 - 2155 10TH AVENUE,MOIS,NA
ABBOTSFORD,-122.2934399,49.0398923,305 - 2051 MCCALLUM ROAD,Accuro,NA
VANCOUVER,-123.1259148,49.2611413,4TH FL - 2775 LAUREL STREET,Plexia,ENT CLINIC
CAMPBELL RIVER,-125.2509645,50.029453,280 - 1400 DOGWOOD STREET,MedAccess,QUINSAM MEDICAL GROUP
SURREY,-122.8676653,49.1773278,12811 96TH AVENUE,eOscar,NA
VANCOUVER,-123.1259148,49.2611413,2775 LAUREL STREET - 5TH FLR,Accuro,NA
NANAIMO,-124.0289813,49.2178519,195 - 4750 RUTHERFORD ROAD,Oscar,NORTH NANAIMO MEDICAL CLINIC
SURREY,-122.8428948,49.1745321,209 - 13710 94A AVENUE,Launchpad,NA
COQUITLAM,-122.7929014,49.271603,212 - 3001 GORDON AVENUE,Wolf,MEDICAL WEST
SURREY,-122.8894631,49.1325667,103 - 7130 120TH STREET,Launchpad,NA
VANCOUVER,-123.0694663,49.2607399,202 - 2620 COMMERCIAL DRIVE,Oscar Nerd,NA
DUNCAN,-123.708823,48.776047,5768 ALLENBY ROAD,MedAccess & RelayHealth,COWICHAN TRIBES TS'EWULHTUN HEALTH UNIT
VICTORIA,-123.3337976,48.4484534,150-3200 SHELBOURNE STREET,Wolf,SHELBOURNE MEDICAL
VANCOUVER,-123.1848371,49.2492829,4186 DUNBAR STREET,Wolf,CHALDECOTT MEDICAL CLINIC
VICTORIA,-123.327759,48.4322939,1952 BAY STREET,Launchpad,RJH GERIATRICS
ALERT BAY,-126.9296046,50.5857032,74 FIR STREET,Oscar,BOX 570
NANAIMO,-123.9730982,49.1828239,305 - 1621 DUFFERIN CRES,Accuro,NA
VICTORIA,-123.4107143,48.4294853,3-1153 ESQUIMALT RD,Intrahealth,ESQUIMALT MEDICAL CLINIC
VANCOUVER,-123.2442035,49.2648819,2211 WESBROOK MALL,Launchpad,UBC HOSPITAL-NEUROPSYCHIATRY DEPT
VANCOUVER,-123.1293008,49.2785704,406 - 1200 BURRARD STREET,Plexia,NA
VANCOUVER,-123.1391246,49.2653232,1530 WEST 7TH AVENUE,Wolf,SEYMOUR HEALTH CENTRE
PORT ALBERNI,-124.7988067,49.2462943,7 - 3855 9TH AVENUE,Osler,NA
PENTICTON,-119.5802387,49.4742473,101 - 2210 MAIN STREET,MedAccess,SAGE MEDICAL CLINIC
VANCOUVER,-123.1263909,49.2787361,950 - 1125 HOWE ST,Plexia,NA
COMOX,-124.9333003,49.689034,107C - 1966 GUTHRIE ROAD,Oscar Nerd,HIGHLAND MEDICAL
VICTORIA,-123.3328186,48.4685611,211 - 1595 MCKENZIE AVENUE,Osler,SHELBOURNE TRAVEL + PREVENTATIVE HEALTH
VICTORIA,-123.4264531,48.4475028,205 - 1497 ADMIRALS ROAD,Oscar Nerd,GROW CLINIC
NANAIMO,-123.9424186,49.1688971,340 CAMPBELL STREET,IntraHealth,CALEDONIAN CLINIC
VANCOUVER,-123.1259148,49.2611413,2775 LAUREL STREET - 5TH FLR,Accuro,NA
SOOKE,-123.7213071,48.3787718,1300-6660 SOOKE ROAD,MD Physician Services,WESTCOAST FAMILY MEDICAL CLINIC
NORTH VANCOUVER,-123.0711585,49.3196664,206 - 125 EAST 13TH STREET,Plexia,NA
VERNON,-119.2699496,50.2655739,100 - 2903 32ND AVENUE,Wolf,NA
VICTORIA,-123.3234804,48.4325466,212 - 1964 FORT STREET,MedAccess,NA
BURNABY,-122.9918946,49.2258939,606 - 4980 KINGSWAY,MD Physician Services,NA
LANTZVILLE,-124.0740663,49.2504314,PO BOX 190 - 7186 LANTZVILLE ROAD,Osler,SOWS EAR MEDICAL CLINIC
NEW WESTMINSTER,-122.8933071,49.2260098,303 - 301 EAST COLUMBIA STREET,Oscar West,NA
VICTORIA,-123.3533691,48.4239009,107 - 1175 COOK ST,Launchpad,COOK ST MEDICAL CLINIC
VICTORIA,-123.3832251,48.4875777,304 - 4420 CHATTERTON WAY,MedAccess,NA
VICTORIA,-123.4871906,48.4467929,308 - 582 GOLDSTREAM AVE,Plexia,ST ANTHONY'S MEDICAL BUILDING
NANAIMO,-124.0289813,49.2178519,195 4750 RUTHERFORD ROAD,Oscar,NORTH NANAIMO MEDICAL CLINIC
PRINCE GEORGE,-122.7658118,53.9152453,307 - 2155 10 AVENUE,MOIS,NA
WHITE ROCK,-122.8050309,49.0320637,203 - 1656 MARTIN DRIVE,Launchpad,NA
SIDNEY,-123.3983274,48.6489013,309 - 2453 BEACON AVENUE,Osler,NA
VICTORIA,-123.3308402,48.4300629,1902 RICHMOND ROAD,Oscar West,NA
VANCOUVER,-123.1259148,49.2611413,9TH FL - 2775 LAUREL STREET,iClinic,NA
SUMMERLAND,-119.677319,49.601239,PO BOX 460 - 13009 ROSEDALE AVENUE,MedAccess,ROSEDALE MEDICAL ASSOCIATES
VICTORIA,-123.3639443,48.4268522,713 JOHNSTON STREET,Wolf,COOL AID COMMUNITY HEALTH
100 MILE HOUSE,-121.296049,51.638231,190 HORSE LAKE RD PO BOX 1720,MedAccess,VILLAGE MEDICAL CLINIC
VICTORIA,-123.3523971,48.4246341,1139 YATES STREET,Osler,NA
KAMLOOPS,-120.3337885,50.6716368,204 - 300 COLUMBIA STREET,MedAccess,NA
CAMPBELL RIVER,-125.2399867,50.0232284,103 - 901 ISLAND HIGHWAY,Oscar West,NA
VICTORIA,-123.3307382,48.4686848,102 - 1646 MCKENZIE AVENUE,Osler,TUSCANY MEDICAL CLINIC
NANAIMO,-123.9330141,49.1646557,103 - 650 SOUTH TERMINAL AVENUE,IntraHealth,MEDICAL ARTS CENTRE
WEST VANCOUVER,-123.1795603,49.3349698,1065 24TH STREET,MedAccess,NA
VICTORIA,-123.3337925,48.4449543,130 - 1641 HILLSIDE AVENUE,Oscar West,NA
BURNABY,-122.9978158,49.2812539,101 - 4695 EAST HASTINGS STREET,IntraHealth,CAPITOL HILL MEDICAL
COQUITLAM,-122.8031598,49.2960331,F8M - 1410 PARKWAY BOULEVARD,Wolf,PLATEAU MEDICAL CLINIC
ABBOTSFORD,-122.2946872,49.0409501,4 - 2151 MCCALLUM ROAD,EHR Plus,CANNON CLINIC
VANCOUVER,-123.1161916,49.2639714,330 - 507 WEST BROADWAY,IntraHealth,CROSS ROADS CLINIC
SURREY,-122.8026133,49.1335165,102 - 15122 72ND AVENUE,MedAccess,NA
SHAWNIGAN LAKE,-123.6214589,48.653366,PO BOX 240 - 2749 DUNDAS ROAD,MedAccess,SHAWNIGAN LAKE FAMILY PRACTICE
SALT SPRING ISLAND,-123.5104388,48.8633143,101 - 164 KINGS LANE,Oscar Nerd,KINGS LANE MEDICAL CLINIC
VANCOUVER,-123.0903165,49.2270565,320 - 6330 FRASER STREET,Osler,NA
VANCOUVER,-123.1863811,49.2682111,304 - 2083 ALMA STREET,Launchpad,NA
VANCOUVER,-123.1608782,49.2343782,2366 WEST 41ST AVE,Osler,NA
SURREY,-122.8900721,49.132269,216 - 7110 120TH STREET,Launchpad,NA
SURREY,-122.8804774,49.0532438,100 - 12321 BEECHER STREET,IntraHealth,NA
VICTORIA,-123.4264531,48.4475028,205 - 1497 ADMIRALS ROAD,Accuro,GROW CLINIC
NEW WESTMINSTER,-122.8933071,49.2260098,303 - 301 EAST COLUMBIA STREET,Oscar West,NA
MAPLE RIDGE,-122.5997195,49.2209868,108 - 22441 DEWDNEY TRUNK ROAD,IntraHealth,FRASER MEDICAL CLINIC
SURREY,-122.8405364,49.174526,113 - 13798 94A AVENUE,Accuro,NA
